AMPPID,Ingredient
9368911000001107,glucose
9369011000001103,glucose
9369011000001103,potassium chloride
9369211000001108,mannitol
9369411000001107,glucose
9369411000001107,lidocaine
9369611000001105,glucose
9369611000001105,sodium chloride
9369611000001105,potassium chloride
9369711000001101,glucose
9369711000001101,sodium chloride
9369711000001101,potassium chloride
9370011000001100,mannitol
9370111000001104,sodium chloride
9370111000001104,glucose
9370411000001109,sodium chloride
9370511000001108,sodium chloride
9370711000001103,sodium chloride
9370911000001101,glucose
9370911000001101,lidocaine
9371111000001105,sodium chloride
9371311000001107,sodium chloride
9371611000001102,sodium chloride
9371711000001106,glucose
9371711000001106,lidocaine
9371911000001108,sodium chloride
9372111000001100,sodium chloride
9372511000001109,ibuprofen
9372611000001108,ibuprofen
9372811000001107,sodium chloride
9372811000001107,glucose
9373011000001105,sodium bicarbonate
9373211000001100,sodium chloride
9373211000001100,potassium chloride
9373411000001101,sodium chloride
9373411000001101,potassium chloride
9373611000001103,glucose
9373611000001103,potassium chloride
9373711000001107,sodium chloride
9373711000001107,glucose
9373911000001109,sodium chloride
9373911000001109,glucose
9374111000001108,glucose
9374311000001105,glucose
9374511000001104,glucose
9374711000001109,glucose
9374711000001109,sodium chloride
9374711000001109,potassium chloride
9375111000001107,sodium chloride
9375111000001107,glucose
9375311000001109,glucose
9375311000001109,sodium chloride
9375311000001109,potassium chloride
9375511000001103,glucose
9375711000001108,glucose
9376311000001104,sodium chloride
9376311000001104,glucose
9376511000001105,cefalexin
9376711000001100,cefalexin
9376911000001103,lamotrigine
9377111000001103,lamotrigine
9377311000001101,omeprazole
9377611000001106,omeprazole
9377811000001105,lamotrigine
9378011000001103,lamotrigine
9378211000001108,acetylcysteine
9378411000001107,lamotrigine
9378611000001105,lamotrigine
9378811000001109,lamotrigine
9379211000001103,metronidazole
9379611000001101,tar
9379711000001105,tar
9380011000001108,tar
9380611000001101,cod liver oil
9380711000001105,cod liver oil
9380811000001102,cod liver oil
9381111000001103,cod liver oil
9381411000001108,cod liver oil
9381611000001106,pamidronate disodium
9381811000001105,tar
9381911000001100,tar
9382211000001102,pamidronate disodium
9382511000001104,pamidronate disodium
9384311000001103,urea [13-c]
9384411000001105,urea [13-c]
9384611000001108,cod liver oil
9385511000001105,ampicillin
9385811000001108,sodium cromoglicate
9386111000001107,sodium chloride
9386411000001102,sodium chloride
9386911000001105,prednisolone
9387011000001109,sodium chloride
9387311000001107,sodium chloride
9387811000001103,wool fat
9388111000001106,sodium chloride
9388611000001103,sodium chloride
9388711000001107,prednisolone
9389011000001100,prednisolone
9389311000001102,sodium chloride
9389711000001103,prednisolone
9389911000001101,sodium chloride
9390411000001100,prednisolone
9390511000001101,sodium chloride
9391011000001100,prednisolone
9391111000001104,sodium chloride
9391411000001109,prednisolone
9391711000001103,sodium chloride
9392011000001108,sodium chloride
9392311000001106,prednisolone
9392611000001101,prednisolone
9393111000001103,prednisolone
9393211000001109,pilocarpine
9393511000001107,prednisolone
9393811000001105,pilocarpine
9394211000001107,prednisolone
9394411000001106,pilocarpine
9394911000001103,pilocarpine
9395011000001103,prednisolone
9395311000001100,prednisolone
9395611000001105,pilocarpine
9395911000001104,pilocarpine
9396411000001103,prednisolone
9396511000001104,pilocarpine
9396811000001101,prednisolone
9397111000001106,pilocarpine
9397411000001101,pilocarpine
9397711000001107,prednisolone
9398111000001107,pilocarpine
9398311000001109,prednisolone
9398611000001104,prednisolone
9399011000001101,hypromellose
9399211000001106,prednisolone
9399511000001109,prednisolone
9399811000001107,prednisolone
9400111000001103,hypromellose
9400411000001108,dexamethasone
9400711000001102,dexamethasone
9401011000001108,dexamethasone
9401311000001106,hypromellose
9401611000001101,hypromellose
9401911000001107,hypromellose
9402511000001108,hypromellose
9402611000001107,ciclosporin
9402911000001101,ciclosporin
9403211000001104,hypromellose
9403511000001101,ciclosporin
9403811000001103,hypromellose
9404211000001101,acetylcysteine
9404511000001103,acetylcysteine
9405311000001108,acetylcysteine
9406011000001101,acetylcysteine
9406711000001104,acetylcysteine
9410911000001102,citalopram
9411111000001106,citalopram
9411311000001108,foscarnet
9411511000001102,citalopram
9411611000001103,metronidazole
9411911000001109,moxonidine
9412111000001101,gelatin
9412211000001107,moxonidine
9412411000001106,moxonidine
9412711000001100,ciprofloxacin
9412911000001103,albumin human
9413111000001107,albumin human
9413311000001109,albumin human
9413511000001103,albumin human
9413611000001104,gelatin
9414211000001103,albumin human
9414411000001104,albumin human
9414611000001101,albumin human
9414811000001102,isosorbide dinitrate
9415011000001107,isosorbide dinitrate
9415211000001102,losartan
9423111000001104,honey
9423311000001102,honey
9424711000001101,honey
9424911000001104,honey
9425311000001101,honey
9425511000001107,honey
9433111000001102,sodium chloride
9433511000001106,sodium chloride
9433711000001101,honey
9433811000001109,honey
9433911000001104,honey
9434011000001101,honey
9434211000001106,honey
9434311000001103,honey
9437611000001102,insulin isophane human
9437611000001102,insulin soluble human
9444611000001107,tenecteplase
9445011000001101,pseudoephedrine
9445011000001101,ibuprofen
9445511000001109,fosinopril
9445711000001104,fosinopril
9447311000001106,dexibuprofen
9447711000001105,dexibuprofen
9447911000001107,clotrimazole
9448111000001105,methotrexate
9448311000001107,citalopram
9448611000001102,methotrexate
9448811000001103,fosinopril
9449011000001104,fosinopril
9449311000001101,mirtazapine
9449611000001106,mirtazapine
9449711000001102,methotrexate
9449911000001100,mirtazapine
9450211000001104,methotrexate
9450411000001100,fosinopril
9450611000001102,fosinopril
9450811000001103,lamotrigine
9451011000001100,lamotrigine
9451311000001102,lamotrigine
9451511000001108,lamotrigine
9451711000001103,methotrexate
9451911000001101,lamotrigine
9452211000001103,lamotrigine
9452411000001104,methotrexate
9452611000001101,alendronic acid
9452911000001107,methotrexate
9453211000001109,methotrexate
9453511000001107,fluticasone
9453711000001102,methotrexate
9453911000001100,itraconazole
9454311000001104,methotrexate
9454411000001106,lamotrigine
9454611000001109,lamotrigine
9454811000001108,lamotrigine
9455111000001102,lamotrigine
9455311000001100,methotrexate
9455511000001106,lamotrigine
9455811000001109,lamotrigine
9456111000001108,methotrexate
9456211000001102,lamotrigine
9456411000001103,lamotrigine
9456711000001109,methotrexate
9456811000001101,azathioprine
9456911000001106,cetirizine
9457211000001100,fosinopril
9457511000001102,fosinopril
9457611000001103,methotrexate
9457711000001107,colestyramine
9457911000001109,cyclizine
9458111000001107,fluticasone
9458311000001109,ibuprofen
9458511000001103,lamotrigine
9458711000001108,lamotrigine
9458911000001105,lamotrigine
9459111000001100,lamotrigine
9459611000001108,lamotrigine
9460111000001104,lamotrigine
9460311000001102,lamotrigine
9460411000001109,lamotrigine
9462911000001102,colecalciferol
9462911000001102,calcium carbonate
9463311000001108,loratadine
9463511000001102,hexylresorcinol
9463911000001109,urea [13-c]
9465211000001101,levobupivacaine
9465311000001109,levobupivacaine
9465411000001102,levobupivacaine
9465511000001103,levobupivacaine
9465711000001108,guaifenesin
9466011000001102,paracetamol
9466011000001102,pseudoephedrine
9466311000001104,paracetamol
9466511000001105,pseudoephedrine
9466511000001105,ibuprofen
9466811000001108,dinoprostone
9467111000001103,griseofulvin
9467411000001108,mitotane
9467611000001106,choline salicylate
9470411000001102,ceftazidime
9470611000001104,ceftazidime
9470811000001100,hyoscine hydrobromide
9471011000001102,hyoscine hydrobromide
9471211000001107,paracetamol
9471411000001106,fosinopril
9471611000001109,fosinopril
9471811000001108,lamotrigine
9472011000001105,lamotrigine
9472211000001100,lamotrigine
9472411000001101,lamotrigine
9472711000001107,pamidronate disodium
9473011000001101,pamidronate disodium
9473311000001103,pamidronate disodium
9473811000001107,pamidronate disodium
9473911000001102,zinc acetate
9474211000001109,zinc acetate
9474411000001108,fosinopril
9474611000001106,fosinopril
9474911000001100,maize starch
9475211000001105,paracetamol
9475211000001105,codeine phosphate
9479111000001102,albumin human
9479311000001100,albumin human
9479511000001106,albumin human
9479711000001101,paracetamol
9479711000001101,codeine phosphate
9479911000001104,desmopressin
9480111000001102,fluoxetine
9480311000001100,ketoconazole
9480511000001106,paracetamol
9480511000001106,codeine phosphate
9480711000001101,lansoprazole
9481011000001107,lorazepam
9481111000001108,lansoprazole
9481311000001105,lorazepam
9481511000001104,sotalol
9481711000001109,terbinafine
9481911000001106,tranexamic acid
9482011000001104,terbinafine
9482211000001109,terbinafine
9482411000001108,piracetam
9482711000001102,caffeine
9482711000001102,paracetamol
9482811000001105,caffeine
9482811000001105,paracetamol
9482911000001100,omeprazole
9483211000001103,tamsulosin
9483511000001100,benperidol
9484611000001103,sumatriptan
9484711000001107,sumatriptan
9484911000001109,sumatriptan
9485011000001109,sumatriptan
9485211000001104,nifedipine
9488611000001108,flupentixol decanoate
9489411000001102,flupentixol decanoate
9490811000001108,flupentixol decanoate
9494311000001107,flupentixol decanoate
9494611000001102,flupentixol decanoate
9499011000001105,ferrous gluconate
9499811000001104,fosinopril
9500411000001100,fosinopril
9500511000001101,mirtazapine
9500611000001102,mirtazapine
9500811000001103,sodium chloride
9501911000001101,glycerol
9501911000001101,thymol
9502011000001108,ibuprofen
9502211000001103,ibuprofen
9502411000001104,terbinafine
9502511000001100,terbinafine
9502711000001105,terbinafine
9502811000001102,terbinafine
9502911000001107,paracetamol
9503011000001104,paracetamol
9503311000001101,von willebrand factor
9503311000001101,factor viii
9503611000001106,von willebrand factor
9503611000001106,factor viii high purity
9504111000001101,von willebrand factor
9504111000001101,factor viii
9504211000001107,miglustat
9504511000001105,protein c human
9505011000001103,von willebrand factor
9505011000001103,factor viii high purity
9505111000001102,protein c human
9505411000001107,ampicillin
9505611000001105,von willebrand factor
9505611000001105,factor viii high purity
9507611000001103,menthol
9507611000001103,methyl salicylate
9507911000001109,factor viii inhibitor bypassing fraction
9508111000001107,fentanyl
9508311000001109,fentanyl
9508711000001108,fentanyl
9508811000001100,codeine
9508811000001100,guaiacol
9509011000001101,fentanyl
9509511000001109,vinorelbine
9509811000001107,phenolphthalein
9509811000001107,rhubarb
9510111000001108,vinorelbine
9510211000001102,ketoprofen
9511111000001102,factor ix high purity
9511311000001100,ibuprofen lysine
9512411000001102,factor ix high purity
9512911000001105,carglumic acid
9513011000001102,carglumic acid
9513111000001101,carglumic acid
9513711000001100,magnesium carbonate
9513711000001100,calcium carbonate
9513811000001108,magnesium carbonate
9513811000001108,calcium carbonate
9513911000001103,magnesium carbonate
9513911000001103,calcium carbonate
9514011000001100,magnesium carbonate
9514011000001100,calcium carbonate
9514311000001102,magnesium carbonate
9514311000001102,calcium carbonate
9514411000001109,magnesium carbonate
9514411000001109,calcium carbonate
9514511000001108,magnesium carbonate
9514511000001108,calcium carbonate
9514611000001107,magnesium carbonate
9514611000001107,calcium carbonate
9514711000001103,paracetamol
9514711000001103,phenylephrine
9514811000001106,paracetamol
9514811000001106,phenylephrine
9515011000001101,benzalkonium
9515011000001101,hexylresorcinol
9515211000001106,benzalkonium
9515211000001106,hexylresorcinol
9520911000001104,sodium cromoglicate
9521211000001102,palonosetron
9522311000001101,doxorubicin (liposome)
9522611000001106,vinorelbine
9522911000001100,vinorelbine
9523911000001107,colecalciferol
9523911000001107,alendronic acid
9524111000001106,minoxidil
9524411000001101,agalsidase beta
9524711000001107,agalsidase beta
9524911000001109,minoxidil
9525211000001104,beclometasone
9525411000001100,minoxidil
9525511000001101,minoxidil
9525711000001106,sodium cromoglicate
9525911000001108,sodium bicarbonate
9525911000001108,sodium alginate
9525911000001108,calcium carbonate
9526111000001104,bezafibrate
9526311000001102,paroxetine
9526711000001103,pergolide
9527211000001107,verapamil
9527611000001109,thyrotropin alfa
9527911000001103,treacle
9527911000001103,glucose
9528111000001100,witch hazel
9528411000001105,insulin glulisine
9528911000001102,insulin glulisine
9529411000001102,paracetamol
9529411000001102,codeine phosphate
9529611000001104,isopropyl myristate
9529611000001104,liquid paraffin light
9530711000001103,fluoxetine
9530911000001101,terbinafine
9531011000001109,terbinafine
9531111000001105,aspirin
9531311000001107,senna
9532411000001105,tramadol
9532711000001104,tramadol
9533011000001105,tramadol
9533311000001108,tramadol
9533511000001102,griseofulvin
9533811000001104,griseofulvin
9534111000001108,levomepromazine
9535111000001107,honey
9535211000001101,honey
9536911000001103,sodium chloride
9537111000001103,sodium chloride
9537711000001102,oxymetazoline
9539111000001109,guaifenesin
9542211000001107,agalsidase alfa
9543111000001107,desmopressin
9544311000001106,paracetamol
9544311000001106,dihydrocodeine tartrate
9544411000001104,paracetamol
9544411000001104,dihydrocodeine tartrate
9544511000001100,agalsidase alfa
9544611000001101,agalsidase alfa
9544711000001105,agalsidase alfa
9545011000001107,ibandronic acid
9546211000001108,cetrimide
9547211000001105,cefuroxime
9547611000001107,clarithromycin
9547711000001103,ascorbic acid
9547711000001103,paracetamol
9548111000001103,clarithromycin
9548411000001108,mirtazapine
9549411000001100,temocillin
9549811000001103,ciprofloxacin
9550411000001108,sennosides
9550711000001102,fig
9550711000001102,senna
9554011000001106,sennosides
9554211000001101,alendronic acid
9554411000001102,alendronic acid
9554611000001104,paracetamol
9554611000001104,codeine phosphate
9554811000001100,fosinopril
9555011000001105,fosinopril
9555211000001100,nitrofurantoin
9555411000001101,nitrofurantoin
9555611000001103,ursodeoxycholic acid
9555811000001104,ursodeoxycholic acid
9556011000001101,metformin
9556211000001106,metformin
9557211000001108,amlodipine
9557411000001107,amlodipine
9557611000001105,ethinylestradiol
9557611000001105,cyproterone acetate
9557811000001109,gabapentin
9558011000001102,gabapentin
9558211000001107,gabapentin
9558411000001106,indapamide
9558511000001105,indapamide
9558711000001100,lamotrigine
9558911000001103,lamotrigine
9559111000001108,lamotrigine
9559311000001105,lamotrigine
9559511000001104,omeprazole
9559711000001109,omeprazole
9559911000001106,omeprazole
9560111000001109,terbinafine
9560911000001107,ascorbic acid
9561011000001104,ascorbic acid
9562011000001107,methotrexate
9562211000001102,methotrexate
9562511000001104,mitoxantrone
9562711000001109,mitoxantrone
9563511000001106,diclofenac sodium
9563711000001101,erythromycin
9563911000001104,ibandronic acid
9564811000001107,erlotinib
9565111000001101,erlotinib
9565411000001106,buprenorphine
9565711000001100,buprenorphine
9566011000001106,buprenorphine
9567011000001109,losartan
9567011000001109,hydrochlorothiazide
9567911000001108,ibuprofen
9568211000001100,haem arginate
9568411000001101,paracetamol
9568411000001101,phenylephrine
9568611000001103,levonorgestrel
9573811000001101,nitisinone
9593511000001109,calamine
9593511000001109,zinc oxide
9593511000001109,clioquinol
9593911000001102,calamine
9593911000001102,zinc oxide
9601611000001103,nitisinone
9602111000001101,nitisinone
9604311000001106,paracetamol
9604311000001106,codeine phosphate
9604511000001100,terbinafine
9604611000001101,terbinafine
9624911000001101,zinc oxide
9625111000001100,zinc oxide
9626111000001106,zinc oxide
9626111000001106,ichthammol
9626411000001101,ipecacuanha
9626411000001101,squill
9626611000001103,diphenhydramine
9627011000001108,paracetamol
9627011000001108,codeine phosphate
9627211000001103,paracetamol
9627211000001103,codeine phosphate
9627411000001104,ampicillin
9627411000001104,flucloxacillin
9627811000001102,zinc oxide
9627811000001102,ichthammol
9628111000001105,zinc oxide
9628311000001107,zinc oxide
9628811000001103,formoterol
9648311000001109,duloxetine
9648411000001102,ibuprofen
9648811000001100,ibuprofen
9649011000001101,ibuprofen
9649111000001100,ibuprofen
9649511000001109,gelatin
9650911000001105,sodium bicarbonate
9697111000001102,terazosin
9698311000001104,terazosin
9698611000001109,terazosin
9703311000001100,acebutolol
9703511000001106,acebutolol
9703711000001101,acebutolol
9703911000001104,acetazolamide
9706111000001107,cefadroxil
9708611000001103,fentanyl
9708811000001104,fentanyl
9709011000001100,fentanyl
9709311000001102,fentanyl
9710211000001101,trimipramine
9710411000001102,trimipramine
9710711000001108,trimipramine
9710811000001100,trimipramine
9714211000001109,nedocromil
9720111000001101,paracetamol
9721811000001100,normal immunoglobulin human
9725611000001101,albumin human
9725811000001102,ampicillin
9726011000001104,albumin human
9726311000001101,cetirizine
9726811000001105,pholcodine
9728411000001109,amisulpride
9728611000001107,amisulpride
9728811000001106,amisulpride
9729011000001105,amisulpride
9729311000001108,glyceryl trinitrate
9729411000001101,glyceryl trinitrate
9729611000001103,paroxetine
9729811000001104,paroxetine
9731311000001106,prilocaine
9731311000001106,lidocaine
9738011000001102,cilostazol
9738311000001104,omalizumab
9738511000001105,sertraline
9738711000001100,sertraline
9738811000001108,sodium bicarbonate
9738811000001108,sodium alginate
9738811000001108,calcium carbonate
9739011000001107,ibuprofen
9739111000001108,ibuprofen
9739211000001102,ibuprofen
9739411000001103,bisoprolol
9739711000001109,clarithromycin
9740011000001100,clarithromycin
9740311000001102,clarithromycin
9740611000001107,glucosamine sulfate
9741111000001105,mannitol
9741311000001107,sodium chloride
9741511000001101,sodium chloride
9741811000001103,glucose
9741911000001108,glucose
9742111000001100,glucose
9742211000001106,glucose
9743511000001102,witch hazel
9743711000001107,magnesium sulfate
9743911000001109,glycerol
9744111000001108,colestyramine
9744211000001102,methadone
9744411000001103,terbinafine
9744511000001104,terbinafine
9744611000001100,paracetamol
9744611000001100,codeine phosphate
9744711000001109,dihydrocodeine
9744811000001101,paracetamol
9745011000001106,sertraline
9745211000001101,sertraline
9745411000001102,cinnarizine
9745611000001104,domperidone
9745711000001108,domperidone
9745911000001105,glipizide
9746111000001101,sertraline
9746311000001104,sertraline
9746511000001105,hydrocortisone
9746711000001100,ibuprofen
9746911000001103,ibuprofen
9747211000001109,tipranavir
9747611000001106,rosuvastatin
9748411000001107,morphine
9749011000001108,metronidazole
9749211000001103,senna
9749911000001107,alpha tocopherol
9751211000001102,fentanyl
9751411000001103,sertraline
9751611000001100,sertraline
9751811000001101,sertraline
9752011000001104,sertraline
9752711000001102,amiodarone
9752911000001100,gliclazide
9753011000001108,gliclazide
9753311000001106,ethinylestradiol
9753311000001106,cyproterone acetate
9753511000001100,fluconazole
9753711000001105,fluconazole
9755211000001104,senna
9756311000001102,lamotrigine
9756511000001108,lamotrigine
9756811000001106,lamotrigine
9757011000001102,lamotrigine
9757111000001101,omeprazole
9757311000001104,terbinafine
9757511000001105,carbocisteine
9757711000001100,meglumine amidotrizoate
9757711000001100,sodium amidotrizoate
9761111000001102,griseofulvin
9761911000001104,griseofulvin
9762111000001107,morphine
9762111000001107,cyclizine
9762311000001109,morphine
9762311000001109,cyclizine
9762511000001103,morphine
9762611000001104,morphine
9762711000001108,morphine
9762911000001105,morphine
9763111000001101,phenobarbital sodium
9763411000001106,metformin
9764111000001104,alendronic acid
9764311000001102,mebeverine
9764511000001108,cefaclor
9764611000001107,paracetamol
9764811000001106,sertraline
9765011000001101,sertraline
9765311000001103,diazepam
9769511000001107,papaveretum
9774611000001101,naloxone
9774811000001102,sertraline
9775111000001108,sertraline
9779511000001101,sertraline
9779611000001102,papaveretum
9780711000001106,terbinafine
9781311000001102,sertraline
9781711000001103,naloxone
9781811000001106,naloxone
9782611000001101,magnesium sulfate
9783411000001108,dihydrocodeine
9783611000001106,allopurinol
9783811000001105,allopurinol
9784011000001102,amiloride
9784211000001107,amiodarone
9784411000001106,amiodarone
9784611000001109,amitriptyline
9784811000001108,amitriptyline
9785011000001103,amitriptyline
9785211000001108,ciprofloxacin
9785411000001107,amoxicillin
9785511000001106,amoxicillin
9785711000001101,citalopram
9786011000001107,citalopram
9786111000001108,amoxicillin
9786211000001102,amoxicillin
9786411000001103,citalopram
9786611000001100,amoxicillin
9786811000001101,amoxicillin
9786811000001101,clavulanic acid
9787011000001105,amoxicillin
9787211000001100,amoxicillin
9787411000001101,amoxicillin
9787811000001104,amoxicillin
9787811000001104,clavulanic acid
9788011000001106,amoxicillin
9788011000001106,clavulanic acid
9788311000001109,paracetamol
9788311000001109,codeine phosphate
9788411000001102,ascorbic acid
9788611000001104,paracetamol
9788611000001104,codeine phosphate
9788811000001100,paracetamol
9788811000001100,dihydrocodeine tartrate
9789011000001101,dextropropoxyphene hydrochloride
9789011000001101,paracetamol
9789311000001103,atenolol
9789311000001103,chlortalidone
9789411000001105,aspirin
9789511000001109,aspirin
9789711000001104,atenolol
9789711000001104,chlortalidone
9789811000001107,aspirin
9790011000001105,aspirin
9790211000001100,aspirin
9790411000001101,aspirin
9790511000001102,diazepam
9790711000001107,diazepam
9790911000001109,diazepam
9791211000001106,atenolol
9791311000001103,digoxin
9791511000001109,digoxin
9791811000001107,digoxin
9791911000001102,atenolol
9792211000001104,dosulepin
9792311000001107,baclofen
9792511000001101,dosulepin
9792711000001106,doxazosin
9793011000001100,doxazosin
9793311000001102,doxazosin
9793411000001109,bendroflumethiazide
9793711000001103,emulsifying wax
9793711000001103,liquid paraffin
9793711000001103,white soft paraffin
9793811000001106,bumetanide
9794011000001103,enalapril
9794211000001108,enalapril
9794511000001106,enalapril
9794711000001101,enalapril
9794811000001109,calcium lactate
9794811000001109,ergocalciferol
9794811000001109,calcium phosphate
9795011000001104,chloramphenicol
9795211000001109,chloramphenicol
9795411000001108,chlorphenamine
9795611000001106,cimetidine
9795811000001105,ciprofloxacin
9796011000001108,erythromycin
9796111000001109,erythromycin
9796211000001103,bendroflumethiazide
9796311000001106,factor ix high purity
9796411000001104,factor ix high purity
9796611000001101,ethinylestradiol
9796611000001101,cyproterone acetate
9796911000001107,zopiclone
9797011000001106,metoclopramide
9797211000001101,zopiclone
9797511000001103,metformin
9797611000001104,warfarin
9797811000001100,metformin
9797911000001105,ferrous sulfate
9798111000001108,warfarin
9798511000001104,warfarin
9798611000001100,flucloxacillin
9798811000001101,metformin
9799111000001101,nitrazepam
9799311000001104,flucloxacillin
9799611000001109,nizatidine
9799711000001100,trimethoprim
9799911000001103,fluoxetine
9800211000001100,trimethoprim
9800411000001101,folic acid
9800511000001102,nizatidine
9800711000001107,tramadol
9800911000001109,furosemide
9801111000001100,tolbutamide
9801411000001105,furosemide
9801811000001107,timolol
9802111000001105,oxybutynin
9802211000001104,gliclazide
9802311000001107,timolol
9802511000001101,oxytetracycline
9802711000001106,paracetamol
9803011000001100,paracetamol
9803111000001104,gliclazide
9803211000001105,spironolactone
9803411000001109,spironolactone
9803711000001103,phenoxymethylpenicillin
9803811000001106,spironolactone
9804111000001102,glyceryl trinitrate
9804211000001108,simvastatin
9804411000001107,simvastatin
9804711000001101,hypromellose
9804911000001104,simvastatin
9805111000001103,phenoxymethylpenicillin
9805211000001109,simvastatin
9805511000001107,ibuprofen
9805711000001102,phenoxymethylpenicillin
9805811000001105,ramipril
9806111000001109,ibuprofen
9806211000001103,ramipril
9806611000001101,pravastatin
9806711000001105,imipramine
9806811000001102,quinine sulfate
9807211000001101,indometacin
9807311000001109,pravastatin
9807411000001102,quinine sulfate
9807611000001104,pravastatin
9807811000001100,prednisolone
9808111000001108,isosorbide mononitrate
9808211000001102,prednisolone
9808411000001103,propranolol
9808711000001109,isosorbide mononitrate
9808811000001101,propranolol
9809011000001102,isosorbide mononitrate
9809211000001107,isosorbide mononitrate
9809411000001106,levothyroxine
9809611000001109,levothyroxine
9809911000001103,lisinopril
9810311000001106,lisinopril
9810611000001101,lisinopril
9810911000001107,lisinopril
9811211000001109,loperamide
9816111000001107,domperidone
9816211000001101,domperidone
9816811000001100,ibuprofen
9816911000001105,ibuprofen
9818011000001105,tree pollen
9818311000001108,tree pollen
9818611000001103,tree pollen
9822811000001106,allantoin
9822811000001106,lidocaine
9823111000001105,betahistine
9823511000001101,meglumine iotalamate
9823911000001108,acetarsol
9824311000001109,acetarsol
9827611000001105,aspirin
9827811000001109,pholcodine
9828011000001102,citric acid
9828211000001107,liquid paraffin
9828511000001105,sodium bicarbonate
9828511000001105,magnesium carbonate
9828511000001105,magnesium trisilicate
9828711000001100,morphine
9828711000001100,kaolin
9828911000001103,clotrimazole
9829011000001107,clotrimazole
9830011000001101,codeine
9830311000001103,ivabradine
9830611000001108,ivabradine
9830811000001107,alendronic acid
9831111000001106,glyceryl trinitrate
9831211000001100,paracetamol
9832911000001103,omeprazole
9833511000001103,yeast
9833811000001100,ginger
9834211000001103,dimeticone
9834311000001106,dimeticone
9834511000001100,meloxicam
9834711000001105,meloxicam
9834911000001107,meloxicam
9835111000001108,meloxicam
9835711000001109,fenofibrate
9836911000001104,alendronic acid
9837311000001102,gelatin
9837511000001108,gelatin
9840211000001107,sertraline
9840511000001105,sertraline
9840711000001100,opium
9840711000001100,calcium carbonate
9841511000001103,sertraline
9841711000001108,sertraline
9842011000001103,sulfur
9842011000001103,salicylic acid
9842211000001108,itraconazole
9842411000001107,phenoxymethylpenicillin
9842611000001105,phenoxymethylpenicillin
9842811000001109,sertraline
9843011000001107,sodium bicarbonate
9843011000001107,magnesium carbonate
9843011000001107,magnesium trisilicate
9843111000001108,sertraline
9846511000001107,lansoprazole
9846711000001102,lansoprazole
9849511000001102,liquid paraffin light
9849511000001102,white soft paraffin
9851711000001106,lactobacillus
9852011000001101,lactobacillus
9855211000001101,fish oil
9855811000001100,garlic
9856011000001102,cod liver oil
9856211000001107,meloxicam
9856411000001106,meloxicam
9856711000001100,alpha tocopherol
9856711000001100,gamolenic acid
9857211000001109,zinc oxide
9857611000001106,acetylcysteine
9858811000001109,terbinafine
9858911000001104,terbinafine
9859711000001105,lumiracoxib
9860011000001109,lumiracoxib
9860911000001108,dronabinol
9860911000001108,cannabidiol
9866911000001106,glucose
9867111000001106,glucose
9867411000001101,glucose
9867411000001101,sodium chloride
9867411000001101,potassium chloride
9867611000001103,glucose
9867611000001103,sodium chloride
9867611000001103,potassium chloride
9867711000001107,sodium chloride
9867711000001107,potassium chloride
9867911000001109,sodium chloride
9867911000001109,potassium chloride
9868211000001101,lamotrigine
9868811000001100,glucose
9868811000001100,potassium chloride
9868911000001105,glucose
9868911000001105,potassium chloride
9869011000001101,glucose
9869011000001101,potassium chloride
9869211000001106,lamotrigine
9869411000001105,glucose
9869411000001105,potassium chloride
9869611000001108,lansoprazole
9869911000001102,lansoprazole
9870011000001103,glucose
9870011000001103,potassium chloride
9870311000001100,glucose
9870311000001100,potassium chloride
9870411000001107,meloxicam
9870611000001105,meloxicam
9881611000001109,ranitidine
9881811000001108,aciclovir
9882011000001105,sodium cromoglicate
9882411000001101,cascara
9882411000001101,senna
9882511000001102,cascara
9882511000001102,senna
9885211000001105,honey
9886611000001102,paracetamol
9889611000001105,lansoprazole
9889811000001109,lansoprazole
9890011000001107,lansoprazole
9890211000001102,lansoprazole
9890411000001103,ibuprofen
9890511000001104,ibuprofen
9891111000001102,olanzapine
9891311000001100,minocycline
9903311000001105,prilocaine
9903311000001105,lidocaine
9903511000001104,tramadol
9904911000001108,lansoprazole
9905111000001109,lansoprazole
9905411000001104,lansoprazole
9905611000001101,lansoprazole
9905811000001102,mebeverine
9906011000001104,meloxicam
9906211000001109,meloxicam
9908011000001100,glucosamine hydrochloride
9908211000001105,lansoprazole
9908411000001109,lansoprazole
9908511000001108,metformin
9990211000001105,alendronic acid
9990411000001109,alendronic acid
9990911000001101,lansoprazole
9991111000001105,lansoprazole
9991511000001101,meloxicam
9991711000001106,meloxicam
9992211000001106,calcium carbonate
9992311000001103,calcium carbonate
9992411000001105,calcium carbonate
9993211000001100,ibuprofen
10031211000001104,gelatin
10031311000001107,gelatin
10036711000001100,pegfilgrastim
10037611000001106,palifermin
10038911000001104,ammonia
10038911000001104,eucalyptus oil
10039611000001101,cetirizine
10046811000001109,glucosamine hydrochloride
10053711000001106,posaconazole
10053911000001108,fluorouracil
10054211000001101,nifedipine
10054411000001102,nifedipine
10054611000001104,papaveretum
10054611000001104,hyoscine hydrobromide
10054811000001100,diltiazem
10055011000001105,diltiazem
10055211000001100,diltiazem
10055411000001101,diltiazem
10055611000001103,diltiazem
10055811000001104,papaveretum
10056011000001101,nifedipine
10056211000001106,nifedipine
10056311000001103,paracetamol
10056511000001109,papaveretum
10056511000001109,hyoscine hydrobromide
10056811000001107,desmopressin
10057111000001102,desmopressin
