GTIN,AMPPID
5000283631538,9869911000001102
5060020122491,9869911000001102
5018750430058,9870011000001103
5018750439051,9870311000001100
5017353501851,9881611000001109
5017353503251,9881811000001108
5017353503282,9882011000001105
5060031471199,9885211000001105
5031013100093,9885911000001101
5031013100109,9886011000001109
5031013100116,9886211000001104
5031013100659,9886311000001107
5017007016717,9890011000001107
5017007022558,9890011000001107
5017007016816,9890211000001102
5017007011361,9890211000001102
5017007022664,9890211000001102
5038483150818,9890411000001103
5038483152393,9890511000001104
5000167092387,9890811000001101
5014602401139,9891111000001102
5060499391541,9891111000001102
5016192614210,9891311000001100
8712400681018,9893511000001105
8712400681056,9893711000001100
8712400681094,9893911000001103
4032129012608,9903511000001104
5000123112159,9903811000001101
5000123114160,9903811000001101
08436046010932,9904911000001108
08436046010925,9905111000001109
5026470333214,9908011000001100
5012617015143,9908211000001105
05012617015143,9908211000001105
5012617000620,9908211000001105
05012617000620,9908211000001105
5012617015150,9908411000001109
05012617015150,9908411000001109
5012617000637,9908411000001109
05012617000637,9908411000001109
5012727904719,9908511000001108
5000223457143,9908911000001101
5708932227278,9910711000001102
5708932227308,9911911000001107
5708932227322,9912511000001108
5011309868913,9989911000001108
5012617018670,9989911000001108
5011309869019,9990011000001100
5012617018816,9990011000001100
5000283651710,9990411000001109
8594739234925,9990411000001109
5016695001074,9990911000001101
5016695001081,9991111000001105
5016695001098,9991511000001101
5016695001104,9991711000001106
5010605299186,9992211000001106
5010605299216,9992311000001103
5010605299278,9992411000001105
5017353501936,9993211000001100
5016189359018,10031511000001101
5016189353016,10031711000001106
0020221260045,10031911000001108
0020221260052,10032111000001100
0020221260038,10032311000001103
8715131001094,10037611000001106
5017353502872,10039611000001101
5026470333207,10046811000001109
7610100008863,10048111000001103
7613033865053,10048111000001103
7613035906099,10048111000001103
5012376031095,10053711000001106
00191778008470,10053711000001106
00191778023367,10053711000001106
5015919894829,10056811000001107
05015919894829,10056811000001107
5015919547329,10057111000001102
05015919547329,10057111000001102
5015919642666,10057411000001107
05015919642666,10057411000001107
5000167094305,10058111000001101
5000158105591,10058111000001101
5010249319509,10058511000001105
5013457025156,10058611000001109
5010249151000,10058911000001103
3401275487706,10059511000001104
7613033110788,10059511000001104
5015997119654,10067111000001105
5415062368015,10067111000001105
5015997120155,10067411000001100
5415062368008,10067411000001100
5015997120711,10067711000001106
5012616268007,10068311000001108
5026468000203,10069411000001109
5026468761647,10069411000001109
5026468000180,10069711000001103
5026468761630,10069711000001103
5015313013000,10070911000001103
05015313013000,10070911000001103
5413787103515,10070911000001103
5014124170292,10071511000001103
55413760236334,10072511000001106
5413760236339,10072511000001106
5026468771332,10072911000001104
5000123111862,10073111000001108
5014124170254,10073411000001103
6432100007926,10074011000001109
6432100007896,10074011000001109
6432100007896,10074011000001109
6432100007940,10074511000001101
6432100007919,10074511000001101
6432100007919,10074511000001101
6432100007933,10074811000001103
6432100007902,10074811000001103
6432100007902,10074811000001103
5037560016252,10075011000001108
03600040132524,10077111000001100
03600040958629,10077111000001100
03600040132579,10077311000001103
03600040958650,10077311000001103
03600040132623,10077511000001109
03600040958681,10077511000001109
5060031474664,10078211000001105
5060031474671,10078611000001107
5000223456603,10083311000001102
5000223456634,10084011000001103
5000223456665,10084811000001109
5708932236898,10086611000001101
5708932235839,10091411000001106
5708932235853,10091611000001109
5708932235877,10091811000001108
5708932235891,10092011000001105
5708932235662,10092211000001100
5708932235686,10092411000001101
5708932235709,10092611000001103
5708932235723,10092811000001104
0368135020196,10093111000001100
00368135020196,10093111000001100
00368135027263,10093111000001100
5000283651819,10093411000001105
5025903090588,10095211000001105
5023652237094,10096311000001107
5025903006244,10096511000001101
5037696500946,10100111000001102
5037696500953,10101011000001107
5037696500960,10101511000001104
5037696500977,10101911000001106
5037696500984,10102211000001109
5037696500991,10102911000001100
5037696501011,10103611000001101
5037696501028,10104411000001101
5037696501035,10104811000001104
5037696501042,10105311000001107
5037696501059,10105911000001108
5037696501066,10106311000001102
5037696500700,10106911000001101
5037696500717,10107411000001106
5037696500724,10107911000001103
5037696500731,10108411000001105
5037696500748,10108811000001107
5037696500755,10109211000001101
5037696500762,10109411000001102
5037696500779,10109611000001104
5037696500786,10109811000001100
5037696500793,10110011000001100
5037696500809,10110411000001109
5037696500816,10110811000001106
5037696501073,10112811000001107
5037696501080,10113311000001108
5037696501097,10113711000001107
5037696501103,10114211000001102
5037696501110,10114611000001100
5037696501127,10115211000001101
5037696501134,10115611000001104
5037696501141,10115811000001100
5037696501158,10116011000001102
5037696501165,10116211000001107
5037696501172,10116411000001106
5037696501189,10116611000001109
5037696501196,10116811000001108
5037696501202,10117011000001104
5037696501219,10117211000001109
5037696501226,10117411000001108
5037696501233,10117611000001106
5037696501240,10117811000001105
5037696501257,10118011000001103
5037696501264,10118211000001108
5037696501271,10118411000001107
5037696501288,10118611000001105
5037696501295,10118811000001109
5037696501301,10119011000001108
8717127935086,10119211000001103
8717127935093,10119511000001100
5037696500823,10119611000001101
8717127935109,10119911000001107
5037696500830,10120011000001109
8717127935116,10120211000001104
5037696500847,10120411000001100
5037696500854,10120811000001103
5037696500861,10121011000001100
5037696500878,10121211000001105
5037696500885,10121411000001109
5037696500892,10121711000001103
5017007062738,10121911000001101
5060611140026,10121911000001101
5037696500908,10122011000001108
5017007062837,10122211000001103
5060611140040,10122211000001103
5037696500915,10122411000001104
5037696500922,10122611000001101
5037696500939,10122811000001102
5037696501318,10123011000001104
5037696501325,10123211000001109
5037696501332,10123411000001108
5037696501349,10123611000001106
5037696501356,10123811000001105
5037696501363,10124011000001102
5037696501370,10124211000001107
5037696501387,10124411000001106
5037696501493,10124611000001109
5037696501400,10124811000001108
5037696501417,10125011000001103
5037696501424,10125211000001108
5060002720714,10125511000001106
5060002720721,10125811000001109
5060002720738,10126111000001108
5060002720745,10126411000001103
5060002720752,10126711000001109
5065000448240,10127011000001105
5023652245150,10127611000001103
5023652395206,10127611000001103
5015366000651,10127711000001107
05015366000651,10127711000001107
05413787103355,10127711000001107
5020220129010,10128011000001106
5015366000668,10128411000001102
05015366000668,10128411000001102
05413787103379,10128411000001102
5015366000675,10129011000001101
05015366000675,10129011000001101
05413787103386,10129011000001101
5015366000682,10129611000001108
05015366000682,10129611000001108
05413787103393,10129611000001108
5015366000606,10130011000001107
5031013105388,10130511000001104
5031013102790,10130511000001104
5031013105395,10130711000001109
5031013102806,10130711000001109
5023652240094,10131511000001106
5025903005407,10131711000001101
5025903005414,10131911000001104
5010981001298,10132211000001101
5025903087595,10134211000001105
5000283631385,10138811000001103
5000283651697,10139411000001108
5037021001308,10140211000001101
5013945301816,10140211000001101
00191778008944,10140211000001101
00191778020458,10140211000001101
5045094795970,10144711000001102
5045094795987,10144811000001105
5045094796007,10145111000001104
5037560022062,10147011000001107
5037560014104,10147211000001102
5037560017853,10147211000001102
5037560010762,10148211000001103
5037560017792,10148211000001103
5021758058117,10151211000001109
5013457019544,10154611000001108
1210001140769,10154611000001108
5015664044593,10160111000001103
08054083003191,10162011000001100
5016695001166,10162311000001102
5425005120099,10163211000001104
5020220647057,10170911000001109
4030571001362,10185511000001100
5027519008995,10185511000001100
5010441007235,10185711000001105
04015630019915,10186111000001103
5060022663459,10186411000001108
5030451003263,10186911000001100
5012617015310,10187111000001100
4024787430498,10187411000001105
5013662600025,10187811000001107
5017007036210,10188811000001106
5060034833314,10189011000001105
05060034833314,10189011000001105
5012617000958,10189011000001105
05012617000958,10189011000001105
5028613001929,10189211000001100
5028613001936,10189411000001101
05413760159058,10191211000001100
05413760152400,10191411000001101
5000283651994,10194811000001102
5000347020339,10195011000001107
5012616291883,10195011000001107
5035706000974,10195511000001104
5035706000981,10195711000001109
5035706000998,10195911000001106
5035706001001,10196111000001102
5035706001186,10196311000001100
5026440000306,10196711000001101
5060014443236,10196711000001101
5013158014626,10197411000001109
5013158014602,10197411000001109
8710428007155,10197411000001109
5033847000792,10197711000001103
5033847000808,10197911000001101
5033847000822,10198111000001103
5060123270020,10198811000001105
05060123270020,10198811000001105
8057742821969,10198811000001105
5708932239691,10199011000001109
6419716601304,10199311000001107
4987084307866,10199311000001107
04987084307866,10199311000001107
5024310844456,10199511000001101
5024310844555,10199711000001106
5024310846450,10199911000001108
5024310846559,10200111000001100
5024310845453,10200311000001103
5024310845552,10200511000001109
5024310847457,10200711000001104
5024310847556,10200911000001102
5024310854455,10202711000001100
5024310854554,10202911000001103
5024310856459,10203111000001107
5024310856558,10203311000001109
5024310855452,10203511000001103
5024310855551,10203711000001108
5024310857456,10203911000001105
5024310857555,10204111000001109
5024310864133,10204411000001104
5024310864256,10204711000001105
5033847000815,10205311000001105
5024310864324,10205511000001104
5024310864355,10205711000001109
5024310864386,10205911000001106
5024310865130,10206211000001108
5024310820733,10206311000001100
5024310961337,10206311000001100
5024310865383,10206511000001106
5024310820986,10206711000001101
5024310961375,10206711000001101
5024310865444,10206911000001104
5024310821730,10207111000001104
5024310961399,10207111000001104
5024310821983,10207311000001102
5024310961436,10207311000001102
5029598001270,10207811000001106
4049500586412,10208211000001109
4049500271349,10208311000001101
4049500586429,10208511000001107
4049500271363,10208611000001106
4049500586436,10209211000001104
4049500271387,10209311000001107
5060413640106,10209511000001101
7392130010039,10210911000001104
4042809104400,10211011000001107
7392130010053,10211411000001103
4042809104523,10211511000001104
7392130010060,10211911000001106
4042809104554,10212011000001104
7392130001747,10212011000001104
7392130010169,10212011000001104
7392130010336,10212411000001108
4042809104585,10212511000001107
7392130010350,10212711000001102
4042809104615,10212811000001105
04015630936861,10212911000001100
5025903005391,10213411000001104
5025903005421,10213711000001105
5025903005438,10214111000001106
5025903005445,10214611000001103
0768455010141,10218911000001102
4024787430481,10220911000001106
5016007201246,10220911000001106
04024787430481,10220911000001106
05056261700017,10221111000001102
05056261700031,10221111000001102
5011091105678,10221211000001108
5011309727814,10221211000001108
3337871311582,10222211000001101
3337871311513,10222511000001103
3337871311537,10222711000001108
3337871312244,10222911000001105
3337871312268,10223111000001101
3337871311551,10223311000001104
3337871311575,10223711000001100
3337871312282,10223911000001103
5055132701825,10228211000001104
5055132701832,10228411000001100
5055132701849,10228611000001102
5033847000730,10228711000001106
5000283606499,10228811000001103
5015672484480,10229211000001109
5033290225308,10229811000001105
0768455034543,10231111000001100
0768455109173,10231111000001100
5010981001915,10231311000001103
0768455034550,10231811000001107
0768455109180,10231811000001107
0768455092116,10232611000001102
0768455109234,10232611000001102
0768455092123,10233111000001104
0768455109241,10233111000001104
0768455092130,10233611000001107
0768455109258,10233611000001107
0768455034536,10234111000001102
0768455109166,10234111000001102
0768455080908,10235011000001104
0768455109623,10235011000001104
0768455080915,10235511000001107
0768455109647,10235511000001107
0768455092260,10236011000001108
0768455109692,10236011000001108
0768455092277,10236611000001101
0768455109708,10236611000001101
0768455092284,10237111000001107
0768455109715,10237111000001107
0768455080885,10237611000001104
0768455109609,10237611000001104
0768455080892,10239411000001106
0768455109616,10239411000001106
5000167093742,10239711000001100
5024655002788,10241411000001109
5024655002795,10241611000001107
5012617015082,10242911000001107
4028163037684,10245011000001103
5000283651833,10247211000001100
5000283651840,10247611000001103
5036100000010,10248211000001101
5036100000027,10248411000001102
5036100000034,10248611000001104
5036100000041,10248811000001100
5036100000058,10249011000001101
5036100000065,10249211000001106
5036100000072,10249411000001105
5036100000089,10249611000001108
5036100001055,10249811000001107
5036100001017,10250111000001107
5013011004603,10250311000001109
5036100002014,10250511000001103
5036100002021,10250611000001104
5036100002038,10250711000001108
5036100002045,10250911000001105
5036100002106,10251311000001104
5036100002113,10251411000001106
5036100002120,10251511000001105
5036100001024,10251811000001108
8712400689533,10252011000001105
8712400689502,10252211000001100
8712400689472,10252311000001108
5036100001048,10252611000001103
5036100001062,10252911000001109
5036100001079,10253111000001100
5036100001086,10253311000001103
5036100000102,10254011000001104
5036100000119,10254211000001109
5036100000126,10254411000001108
5036100000133,10254611000001106
5036100000140,10254811000001105
5036100009006,10255011000001100
5036100009105,10255211000001105
5036100009013,10255311000001102
5036100009112,10255411000001109
5050204100339,10256511000001101
5015919825182,10257011000001107
5018750529165,10257511000001104
5018750520162,10257511000001104
5708932382618,10260211000001107
5060469190006,10261311000001109
5015494125288,10261611000001104
5015494250003,10261911000001105
5708932241991,10262111000001102
15065663003623,10262311000001100
15065663003630,10262611000001105
5708932242011,10262711000001101
5708932242035,10263311000001105
5708932242059,10263711000001109
5708932242073,10263911000001106
5060031471427,10264111000001105
5708932242097,10264311000001107
5708932242110,10264511000001101
3592619069044,10264811000001103
03592610001753,10264811000001103
5000223458935,10265211000001103
5000223458959,10265411000001104
5000223456115,10265611000001101
5000223456030,10265811000001102
5031844013951,10266111000001103
5031844013968,10266411000001108
5021300583319,10267011000001101
5021300508336,10267111000001100
5021300583326,10267711000001104
5021300508329,10267811000001107
5021300583333,10268011000001100
5021300508343,10268111000001104
5000471006674,10268411000001109
05056227200186,10268411000001109
5000158065840,10268811000001106
5011417579053,10268811000001106
5060014053848,10269111000001106
5060014051615,10269111000001106
5027519008612,10269511000001102
5016695001043,10269811000001104
5016695001050,10269911000001109
5013945001273,10271311000001101
6419716608044,10271311000001101
06419716608044,10271311000001101
04987084316271,10271311000001101
5025903005599,10273111000001102
5025903005605,10273311000001100
5017007020349,10273711000001101
5025903005513,10273911000001104
5025903005520,10274111000001100
5025903005537,10274411000001105
5025903005544,10274611000001108
5017007020356,10274711000001104
5025903005612,10275011000001102
5017007052081,10275211000001107
5017007599883,10275411000001106
5017007599890,10275411000001106
5017007599920,10275611000001109
5017007599937,10275611000001109
5038227000270,10276111000001107
5038227000287,10276211000001101
5010123723163,10277711000001106
3574660576481,10277711000001106
8712400554619,10278311000001108
8712400554596,10278511000001102
5020179089540,10278911000001109
5020179089519,10279111000001104
5020179089502,10279311000001102
5019781030033,10281211000001104
5019781000623,10282611000001108
5019781000630,10282711000001104
5060064790717,10285311000001109
5055144200415,10285511000001103
5055144200408,10285911000001105
5391512450052,10286011000001102
5060064790724,10286111000001101
5391512450069,10286411000001106
5055144200057,10286511000001105
5055144200064,10286611000001109
5060064790175,10286911000001103
5391512450038,10287211000001109
5060064790168,10287311000001101
5055144200101,10287411000001108
5391512450045,10287711000001102
5060064790496,10287811000001105
5055144200071,10288211000001108
5060064790359,10288311000001100
5391512450120,10288411000001107
5391512450182,10288811000001109
05391512450182,10288811000001109
3838989760762,10288811000001109
5055144200088,10289411000001104
5391512450199,10289611000001101
05391512450199,10289611000001101
3838989760755,10289611000001101
5055144200170,10290111000001103
5055144200156,10290611000001106
5060064790403,10291111000001109
5055144200187,10291311000001106
5055144200163,10291911000001107
5055144200019,10293111000001105
5055144200033,10293211000001104
5060064790694,10293711000001106
5055144200026,10293811000001103
5060064790700,10293911000001108
5060064791400,10293911000001108
5055144200040,10294111000001107
5060064790519,10294411000001102
05055144200804,10295211000001100
05055144200798,10295511000001102
5060064790977,10296211000001106
5060064790960,10296411000001105
5055144200125,10297011000001103
5055144200149,10297711000001101
5055144200217,10297911000001104
5060064790502,10299311000001105
5060064790953,10299511000001104
5060064790656,10301111000001100
5055144200132,10303811000001106
5013945300611,10304111000001102
5010605240409,10304111000001102
5010605400773,10304111000001102
5017353501950,10304211000001108
8712400665186,10304611000001105
5012617015488,10305011000001104
05012617015488,10305011000001104
5012617015495,10305111000001103
05012617015495,10305111000001103
5012617014795,10305311000001101
5060064790281,10305511000001107
5060064790410,10305711000001102
5060064790427,10305911000001100
5060064790212,10307011000001106
5060064790229,10307211000001101
5060064790298,10307411000001102
5060064790182,10307611000001104
5060064790304,10307811000001100
5060064790199,10308211000001102
5060064790311,10308411000001103
5060064790205,10308611000001100
5017007044437,10308811000001101
5017007602477,10308811000001101
5060064790434,10309211000001107
5033847000846,10310811000001102
5033847000853,10311111000001103
5023652180307,10311211000001109
5023652180901,10311311000001101
5023652840300,10311811000001105
5023652840904,10311911000001100
5023652880900,10312111000001108
5034268000446,10312911000001106
5034268003614,10312911000001106
5034268000446,10312911000001106
5034268001825,10313011000001103
5034268003607,10313011000001103
5034268001832,10313111000001102
5034268003621,10313111000001102
5034268000033,10313311000001100
5034268000927,10313411000001107
5034268000316,10314411000001105
5034268001276,10314511000001109
5034268001283,10314611000001108
5034268000453,10314811000001107
5034268001702,10314911000001102
5034268002167,10315911000001103
5034268000644,10316411000001102
5034268002174,10316711000001108
5034268002266,10317311000001107
5034268000811,10317511000001101
5034268000934,10317611000001102
5034268002273,10317811000001103
5034268002037,10318211000001100
5034268000040,10318411000001101
5034268000521,10318611000001103
5034268000095,10319511000001108
5034268001160,10319611000001107
5034268001177,10319711000001103
5015664008663,10320511000001107
5015664001336,10320511000001107
5010678904161,10320511000001107
7613421032555,10320511000001107
5015664009028,10320611000001106
5015664008489,10320611000001106
5010678904178,10320611000001106
7613421032562,10320611000001106
5010981003018,10321111000001109
5013457021646,10321111000001109
5415062368497,10321111000001109
5415062368701,10321111000001109
5028523000579,10321711000001105
5034268000224,10322511000001108
5034268001207,10322611000001107
5034268001405,10322811000001106
5034268000385,10322911000001101
5034268000019,10323411000001100
5034268000026,10323511000001101
5034268000835,10323611000001102
5034268000842,10323711000001106
5034268000347,10324311000001109
5034268001337,10324411000001102
5055203900461,10324711000001108
5055203900508,10326311000001103
5014398002848,10326411000001105
5011025083003,10326411000001105
4049500216852,10330211000001106
4049500996068,10330611000001108
4049500302050,10330611000001108
5032587000055,10330911000001102
4049500216869,10331111000001106
4049500996082,10331311000001108
4049500302067,10331311000001108
5032587000062,10331611000001103
5032587000314,10331911000001109
4049500216883,10332311000001104
4049500996143,10332411000001106
4049500302074,10332411000001106
4049500216890,10332911000001103
4049500996181,10333011000001106
5032587000079,10333211000001101
5032587000017,10333511000001103
5032587000086,10333811000001100
5032587000093,10334111000001109
8712400535632,10334811000001102
8712400682541,10335011000001107
8712400535625,10335311000001105
8712400682534,10335611000001100
5032587000307,10336011000001103
5032587000123,10336411000001107
5032587000130,10336911000001104
03600040210246,10338311000001101
5032587000345,10338811000001105
5032587000369,10339111000001105
5032587000352,10339411000001100
5032587000321,10339711000001106
5032587000161,10340011000001102
5032587000338,10340311000001104
5032587000185,10340611000001109
5032587000277,10340911000001103
5032587000192,10341211000001101
5032587000208,10341511000001103
5032587000260,10341811000001100
5032587000284,10342111000001102
5032587000246,10342711000001101
5032587000222,10343011000001107
5032587000239,10343511000001104
5000123112388,10344611000001102
5014602101183,10345011000001108
5032587000116,10345511000001100
5032587000154,10345811000001102
5032587000147,10346111000001103
5032587000178,10346411000001108
5032587000253,10346711000001102
5032587000291,10347011000001101
5032587000109,10350911000001101
5038903000303,10351611000001102
5038903000310,10351711000001106
5016695001173,10354311000001105
5030045000111,10354811000001101
5020465200284,10355211000001101
5020465200628,10355211000001101
5020465201397,10355211000001101
5025903005650,10356711000001100
5012727743837,10357511000001107
5012727743844,10357711000001102
5012727743851,10357911000001100
5012727743059,10358111000001102
5012727743011,10358311000001100
5012727745695,10358511000001106
5012727900599,10358711000001101
5012727743080,10358911000001104
5012727745701,10359111000001109
5012727743127,10359311000001106
5012727743035,10359511000001100
5012727743004,10359811000001102
5011546176031,10362211000001103
5011546176024,10363111000001103
5011546176055,10363311000001101
7046261218498,10363611000001106
5702157141067,10364111000001101
5000158065772,10364311000001104
0040565120331,10365911000001104
0040565120348,10366211000001102
5024655002290,10366611000001100
5012854067097,10367011000001105
05012854067097,10367011000001105
04032129102385,10367011000001105
5012854067103,10367411000001101
05012854067103,10367411000001101
04032129102392,10367411000001101
5038903000334,10368611000001104
5012854067080,10368811000001100
05012854067080,10368811000001100
04032129102446,10368811000001100
5413760329468,10369111000001100
5413760331041,10369511000001109
5024310864294,10369911000001102
5413760152295,10370111000001102
05413760159065,10370511000001106
05413760152387,10370711000001101
05413760329475,10371111000001108
05413760331058,10371511000001104
05413760329482,10371911000001106
05413760331065,10372311000001101
05413760166179,10372711000001102
05413760152301,10372711000001102
05413760159072,10373111000001109
05413760152394,10373411000001104
5060034831594,10377611000001109
5060034831600,10377911000001103
5060034830481,10378311000001103
5060034833819,10378411000001105
5060034832553,10378411000001105
5060034833826,10378711000001104
5060034832560,10378711000001104
05413760423623,10380911000001105
5413760441917,10382811000001104
5060034831976,10385811000001106
5060034831983,10386211000001104
5060034831990,10386611000001102
5060034832003,10387111000001108
05413760441870,10387211000001102
05413760441894,10387811000001101
00085412574363,10387811000001101
5060034832454,10388011000001108
5060034832461,10388211000001103
5060034832478,10388411000001104
5060034832485,10388611000001101
5060034830207,10388811000001102
5060034830214,10389011000001103
5060034830221,10389211000001108
5060034830238,10389611000001105
5060034830054,10389811000001109
8901175000135,10392111000001107
5012617015518,10392311000001109
5060034831129,10392511000001103
5060034832089,10393311000001104
5060034832102,10393611000001109
5060034831518,10394211000001105
5060034831525,10394611000001107
5060034831532,10394911000001101
5060034832881,10395111000001100
5060034832799,10395411000001105
5060034832898,10395711000001104
5060034830108,10401811000001100
5060034832126,10402911000001104
5060034831549,10403111000001108
5060034831259,10403411000001103
5060034831556,10403511000001104
5060034831266,10403711000001109
5060034832492,10403911000001106
5060034832508,10404111000001105
5060034832515,10404311000001107
5060034830924,10407411000001105
5060034830795,10408111000001104
5055634402138,10410011000001104
9349285000413,10411911000001107
5060034832331,10412111000001104
5060034832348,10412311000001102
5060034832355,10412511000001108
5060034832362,10412911000001101
5060034832133,10413911000001108
5060034832140,10414111000001107
5060034832157,10414311000001109
5060034832164,10414711000001108
5055634401797,10416911000001102
5060034831341,10417111000001102
5060034830917,10418911000001103
5025903005780,10420411000001104
5025903005797,10420611000001101
5000123111930,10420911000001107
5000123111923,10421611000001106
5000123111954,10422311000001105
5010678901023,10423011000001103
7613421024000,10423011000001103
7613421037765,10423011000001103
07613421163907,10423011000001103
5050204100308,10423411000001107
05050204100308,10423411000001107
5050204100315,10423811000001109
05050204100315,10423811000001109
5051594000650,10425111000001101
5016533619584,10430411000001102
5016533624755,10430911000001105
5016533624762,10431311000001104
5000378998805,10433811000001107
5060034833246,10435211000001105
05060034833246,10435211000001105
5060034833130,10435311000001102
5060034833147,10435411000001109
5060034832867,10435611000001107
5060034832874,10435811000001106
5060034833291,10436211000001104
5060034833307,10436411000001100
5060034833093,10437011000001107
5060034833239,10437211000001102
5060034833253,10437711000001109
5060020121302,10437811000001101
5060020121029,10438011000001108
5060034833260,10438311000001106
5060020121319,10438511000001100
5060020121791,10438611000001101
5060034832638,10439011000001103
5060034832645,10439211000001108
5060020122521,10440111000001106
5060020122538,10440511000001102
5015997266112,10445911000001100
5015313013093,10447011000001106
05015313013093,10447011000001106
05413787220533,10447011000001106
5060034833215,10447711000001108
7680551720119,10448411000001103
07629999056701,10448411000001103
5060031471434,10449511000001105
5060034832652,10450911000001106
5060034832669,10451111000001102
5060034832676,10451311000001100
5060034832683,10451511000001106
5060034832751,10451711000001101
5060034832768,10451911000001104
5060034832775,10452111000001107
5060034833277,10453111000001101
5060034833536,10453311000001104
5060034832980,10453511000001105
5060034832997,10453711000001100
5060034833000,10453911000001103
5060034833017,10454111000001104
5060034830801,10454311000001102
5015973711018,10455911000001102
5015973711100,10456011000001105
5012674902455,10456011000001105
5060034830245,10456211000001100
5060034830252,10456411000001101
5708932242752,10457111000001109
5708932242776,10457311000001106
5708932242790,10457511000001100
4024787430580,10458311000001107
04024787430580,10458311000001107
4024787430597,10458411000001100
04024787430597,10458411000001100
5019781020256,10458711000001106
5060035240920,10470511000001101
15065663003562,10475611000001105
15065663003654,10477611000001103
4037353333321,10478611000001104
25414566701612,10481711000001107
25414566701629,10482411000001106
25414566701636,10483111000001107
5015919849287,10496611000001109
05015919843148,10496611000001109
5000283652038,10517611000001104
5000283651857,10517811000001100
5000283651864,10518011000001107
5000283651871,10518211000001102
5000283651888,10518411000001103
5016695000237,10519011000001102
5016695001593,10519411000001106
5016695301785,10519611000001109
5023652240186,10520711000001104
5017007027911,10522011000001102
5017007027935,10522311000001104
5017007027973,10523811000001100
5017007032342,10524511000001100
5017007012610,10524711000001105
5017007012627,10525211000001102
5012335852204,10525911000001106
5012335869103,10525911000001106
5017007032359,10526211000001108
5017007012726,10528611000001106
5017007013051,10528611000001106
5017007012719,10529111000001105
5017007013068,10529111000001105
5017007012733,10529411000001100
5017007013075,10529411000001100
5017007013679,10530811000001109
5017007015376,10530811000001109
5017007013693,10531211000001102
5017007015369,10531211000001102
5017007014119,10531611000001100
5017007014133,10531911000001106
5017007014140,10532211000001109
5017007011934,10532911000001100
5017007011958,10533111000001109
5017007039402,10533311000001106
5017007039709,10533311000001106
5017007039426,10533511000001100
5017007039709,10533511000001100
5017007039839,10533511000001100
5017007039457,10533711000001105
5017007039846,10533711000001105
5017007039471,10533911000001107
5017007039853,10533911000001107
5017007028055,10534111000001106
5017007028154,10534311000001108
5011309041019,10550211000001107
5011309177114,10550411000001106
5020220499618,10551111000001107
5020220500680,10551611000001104
4028163047393,10558311000001102
5060061160186,10560511000001103
5060061160193,10560711000001108
5060061160223,10563511000001109
5060061160216,10563711000001104
5036631004112,10563711000001104
5000283652076,10564011000001104
5011546469584,10564211000001109
5011546469560,10564311000001101
5011546469553,10564411000001108
5011546469577,10564511000001107
5015525014413,10565511000001108
5015525014420,10565711000001103
5015525039461,10565811000001106
5015525041440,10565911000001101
5015525123016,10566911000001108
5015525123030,10567111000001108
5015525193026,10567311000001105
5015525193019,10567311000001105
5015525193019,10567511000001104
5015525193026,10567511000001104
5015525200755,10567811000001101
5015997879459,10574011000001107
5011309284317,10583111000001102
5036519000328,10605711000001107
4260056117107,10605711000001107
5036519000335,10606011000001101
4260056117114,10606011000001101
5060098730031,10606211000001106
5012917077032,10612611000001109
5000283659228,10612611000001109
8712400687010,10613011000001106
8712400687027,10613211000001101
8712400687034,10613411000001102
8712400687058,10613611000001104
8712400687041,10613811000001100
5036100001093,10613911000001105
5036100001031,10614011000001108
5011091105739,10614611000001101
5011091105753,10614711000001105
4037353122222,10615611000001100
4037353444430,10615811000001101
15060089610257,10617411000001109
15060089610264,10617611000001107
5028613002407,10617911000001101
05028613002407,10617911000001101
15060089610271,10618011000001104
15060089610288,10618311000001101
5028613002414,10618411000001108
05028613002414,10618411000001108
15060089610097,10618611000001106
15060089610103,10618811000001105
15060089610110,10619011000001109
5028613002421,10619411000001100
05028613002421,10619411000001100
5028613002438,10619711000001106
05028613002438,10619711000001106
4037353555549,10620011000001105
4037353555556,10620311000001108
4037353655553,10620511000001102
4037353665552,10620711000001107
4037353666559,10620911000001109
4037353005952,10620911000001109
5000283652045,10625211000001109
8594739264984,10625211000001109
5013158776128,10625511000001107
5013158780118,10625511000001107
08054083003221,10625511000001107
08054083018911,10625511000001107
5026143990751,10625911000001100
5026143990423,10626011000001108
5026143987058,10626111000001109
0646520008203,10626411000001104
05713219536592,10626411000001104
5713219565448,10626411000001104
5713219565431,10626411000001104
5017353502889,10626511000001100
5035706053482,10628811000001101
5017353503688,10629011000001102
5035706053765,10629311000001104
5035706053796,10629411000001106
5035706053758,10629611000001109
5035706053789,10629811000001108
5035706053741,10630011000001108
5035706053772,10630211000001103
5035706053703,10630611000001101
5035706053734,10630711000001105
5035706053697,10630911000001107
5035706053727,10631211000001109
5035706053680,10631411000001108
5035706053710,10631611000001106
0768455099337,10631811000001105
0610075110575,10632011000001107
0610075110582,10632311000001105
5017353501226,10633311000001100
0768455099306,10634211000001106
0768455099313,10634411000001105
0768455099320,10634611000001108
0768455099375,10634811000001107
0768455099382,10635111000001101
8713921010516,10635311000001104
5060477370117,10635311000001104
8713921010493,10635511000001105
5060477370100,10635511000001105
0768455099368,10635811000001108
8713921010509,10635911000001103
5060477370124,10635911000001103
8713921003259,10636111000001107
5060477370094,10636111000001107
0768455099351,10636311000001109
0768455099344,10636511000001103
5060064170717,10636811000001100
5060337261265,10636811000001100
